Дата,Всего (накоп.),За сутки,Летальных всего,Летальных за сутки
2020-09-02,4685,23,61,0
2020-09-03,4711,26,61,0
2020-09-04,4745,34,61,0
2020-09-05,4766,21,61,0
2020-09-06,4791,25,61,0
2020-09-07,4812,21,62,1
2020-09-08,4832,20,62,0
2020-09-09,4859,27,62,0
2020-09-10,4877,18,62,0
2020-09-11,4915,38,62,0
2020-09-12,4947,32,62,0
2020-09-13,4968,21,62,0
2020-09-14,4982,14,62,0
2020-09-15,5001,19,62,0
2020-09-16,5030,29,62,0
2020-09-17,5057,27,62,0
2020-09-18,5091,34,62,0
2020-09-19,5133,42,62,0
2020-09-20,5172,39,62,0
2020-09-21,5196,24,62,0
2020-09-22,5219,23,62,0
2020-09-23,5244,25,62,0
2020-09-24,5276,32,62,0
2020-09-25,5320,44,62,0
2020-09-26,5361,41,62,0
2020-09-27,5398,37,62,0
2020-09-28,5412,14,62,0
2020-09-29,5446,34,62,0
2020-09-30,5476,30,62,0
2020-10-01,5514,38,62,0
2020-10-02,5562,48,62,0
2020-10-03,5611,49,62,0
2020-10-04,5661,50,62,0
2020-10-05,5719,58,62,0
2020-10-06,5769,50,62,0
2020-10-07,5818,49,62,0
2020-10-08,5855,37,62,0
2020-10-09,5900,45,62,0
2020-10-10,5956,56,62,0
2020-10-11,6019,63,62,0
2020-10-12,6080,61,62,0
2020-10-13,6144,64,62,0
2020-10-14,6208,64,63,1
2020-10-15,6273,65,63,0
2020-10-16,6348,75,63,0
2020-10-17,6435,87,63,0
2020-10-18,6524,89,63,0
2020-10-19,6622,98,63,0
2020-10-20,6707,85,63,0
2020-10-21,6805,98,63,0
2020-10-22,6902,97,63,0
2020-10-23,7011,109,63,0
2020-10-24,7121,110,63,0
2020-10-25,7231,110,63,0
2020-10-26,7341,110,63,0
2020-10-27,7457,116,63,0
2020-10-28,7572,115,63,0
2020-10-29,7682,110,63,0
2020-10-30,7799,117,63,0
2020-10-31,7918,119,66,3
2020-11-01,8035,117,66,0
2020-11-02,8155,120,66,0
2020-11-03,8281,126,66,0
2020-11-04,8401,120,66,0
2020-11-05,8519,118,66,0
2020-11-06,8646,127,66,0
2020-11-07,8774,128,66,0
2020-11-08,8859,85,66,0
2020-11-09,8988,129,66,0
2020-11-10,9118,130,66,0
2020-11-11,9255,137,66,0
2020-11-12,9403,148,66,0
2020-11-13,9555,152,66,0
2020-11-14,9705,150,66,0
2020-11-15,9865,160,66,0
2020-11-16,10035,170,66,0
2020-11-17,10202,167,66,0
2020-11-18,10367,165,67,1
2020-11-19,10530,163,68,1
2020-11-20,10699,169,69,1
2020-11-21,10866,167,70,1
2020-11-22,11035,169,71,1
2020-11-23,11205,170,72,1
2020-11-24,11380,175,72,0
2020-11-25,11558,178,72,0
2020-11-26,11738,180,72,0
2020-11-27,11923,185,72,0
2020-11-28,12118,195,72,0
2020-11-29,12312,194,72,0
2020-11-30,12507,195,72,0
2020-12-01,12702,195,72,0
2020-12-02,12901,199,72,0
2020-12-03,13100,199,72,0
2020-12-04,13298,198,72,0
2020-12-05,14178,880,72,0
2020-12-06,14428,250,72,0
2020-12-07,14712,284,72,0
2020-12-08,15047,335,72,0
2020-12-09,15318,271,79,7
2020-12-10,15615,297,79,0
2020-12-11,15945,330,79,0
2020-12-12,16274,329,79,0
2020-12-13,16602,328,79,0
2020-12-14,16950,348,79,0
2020-12-15,17309,359,79,0
2020-12-16,17666,357,86,7
2020-12-17,18041,375,86,0
2020-12-18,18434,393,86,0
2020-12-19,18829,395,86,0
2020-12-20,19223,394,86,0
2020-12-21,19621,398,86,0
2020-12-22,20037,416,86,0
2020-12-23,20479,442,95,9
2020-12-24,20895,416,95,0
2020-12-25,21320,425,95,0
2020-12-26,21718,398,95,0
2020-12-27,22114,396,95,0
2020-12-28,22508,394,95,0
2020-12-29,22903,395,95,0
2020-12-30,23295,392,95,0
2020-12-31,23598,303,98,3
2021-01-01,23868,270,98,0
2021-01-02,24073,205,98,0
2021-01-03,24318,245,98,0
2021-01-04,24513,195,98,0
2021-01-05,24755,242,101,3
2021-01-06,25016,261,102,1
2021-01-07,25183,167,102,0
2021-01-08,25366,183,104,2
2021-01-09,25571,205,104,0
2021-01-10,25810,239,105,1
2021-01-11,26039,229,106,1
2021-01-12,26284,245,106,0
2021-01-13,26483,199,107,1
2021-01-14,26757,274,108,1
2021-01-15,26941,184,108,0
2021-01-16,27212,271,110,2
2021-01-17,27422,210,111,1
