param,fixed,prior_value,fit_value,delta_pct
β,false,0.9045773234200756,0.2814993743901705,-68.88056254532769
σ,true,0.19183866171003777,0.19183866171003777,0.0
γ,true,0.23412936802973877,0.23412936802973877,0.0
μ,false,0.003054122676579932,0.0019929031731689374,-34.74711448892742
E0,false,174.3363102420636,185.37864465601663,6.3339268788130445
I0,false,141.00662885392157,3.113343378775745e-6,-99.99999779205814
N_eff,false,36101.388888888905,105630.93044948505,192.59519841353134
R0,false,3.8635790590148327,1.2023240687789958,-68.88056254538601
