param,fixed,fit_value
β,false,0.28150033453411155
σ,true,0.19183866171003777
γ,true,0.23412936802973877
μ,false,0.0019927635859283603
E0,false,185.3757746844019
I0,false,0.00430066295409845
N_eff,false,105633.04573855599
R0,false,1.2023281696910222
