param,fixed,fit_value
β,false,0.2646739108357887
σ,true,0.1753999999999999
γ,true,0.24749999999999991
μ,false,0.001542490295119629
E0,false,139.02666933798977
I0,false,113.70809214476729
N_eff,false,199996.46502585203
R0,false,1.0693895387304597
