param,fixed,fit_value
β,false,0.40383756055065567
σ,true,0.2992522727272725
γ,true,0.3330505681818188
μ,false,0.0056138243888145
E0,false,263.16675845543386
I0,false,780.358884577535
N_eff,false,95427.78879738461
R0,false,1.2125412749039146
