param,fixed,prior_value,fit_value,delta_pct
β,false,1.2480666666666675,0.3125230170776657,-74.95942921758332
σ,true,0.21643870967741918,0.21643870967741918,0.0
γ,true,0.2503129032258067,0.2503129032258067,0.0
μ,false,0.003064645161290323,0.00756593266869568,146.87793428069753
E0,false,227.67543685243288,146.83884885950357,-35.50518629083511
I0,false,194.48360003191473,167.8479967578194,-13.695552360057246
N_eff,false,9271.65555555556,47162.8177465376,408.67741434028693
R0,false,4.986026092074005,1.248529392812561,-74.95942921762835
