param,fixed,prior_value,fit_value,delta_pct
β,false,0.42743793319509654,0.39669370329570636,-7.192676997454411
σ,true,0.1753999999999998,0.1753999999999998,0.0
γ,true,0.24749999999999955,0.24749999999999955,0.0
μ,false,0.002500000000000002,0.002213053496724179,-11.477860126441755
E0,false,1.4253135689851757,0.8488884239268231,-40.44198817726568
I0,false,1.0,28.157117518981856,2715.7117518954697
N_eff,false,6938.899510460393,6318.055009361504,-8.94730497484458
R0,false,1.7270219523034236,1.6028028415988165,-7.1926769974670774
