param,fixed,prior_value,fit_value,delta_pct
β,false,0.4229127403816909,0.4938139290909379,16.76496873683422
σ,true,0.4000000000000009,0.4000000000000009,0.0
γ,true,0.39984801762114625,0.39984801762114625,0.0
μ,false,0.00014925110132158565,0.0012203825041558715,717.6706812699848
E0,false,16.944444444402045,18.204293271096972,7.43517340346364
I0,false,16.944560145143125,0.0004132990690502876,-99.9975608746022
N_eff,false,196293.65392139423,12190.517092970309,-93.78965297683439
R0,false,1.057683724175415,1.2350040698684264,16.764968736858012
