param,fixed,prior_value,fit_value,delta_pct
β,false,1.4802406250000006,0.3212113206749914,-78.30006045971247
σ,true,0.23003749999999962,0.23003749999999962,0.0
γ,true,0.2740968750000002,0.2740968750000002,0.0
μ,false,0.0026271718750000045,0.006394004764016624,143.37976603007047
E0,false,449.9266423936365,245.80895859307637,-45.366880857430765
I0,false,374.0188146582659,459.96026347064316,22.97784107221989
N_eff,false,27008.911111111116,142752.29362973155,428.5377594175024
R0,false,5.400428680553179,1.1718897585935308,-78.30006045975088
