date,obs_cases,obs_deaths,fit_cases,fit_deaths,S,E,I,R,D
2021-08-26,103.5,5.0,56.54411703294325,2.9410133548545456,142046.19103513894,245.80391037523597,459.9643739460451,0.0,0.0
2021-08-27,103.0,2.0,73.0693932894437,2.588794097192207,141908.89331235387,317.6412249717712,404.8784934025306,117.79834456407703,2.7479441679482894
2021-08-28,102.77777777777777,6.0,83.47740162409568,2.3955173130570557,141784.9903243393,362.88605824744144,374.6506690826282,224.2021850661882,5.230082724624088
2021-08-29,101.88888888888889,3.0,90.28573227763847,2.2961601593189567,141668.28584564815,392.48267033696084,359.11155194779093,324.50925288088683,7.56999864640905
2021-08-30,100.72222222222223,4.0,94.97815669815262,2.252371812497711,141555.1224835261,412.8811897979798,352.2632051021294,421.85168410846694,9.840756925530982
2021-08-31,99.72222222222223,2.0,98.42932975620973,2.24152865212123,141443.3382501642,427.88384396548344,350.56737211111897,518.0842289210319,12.085624298354427
2021-09-01,98.66666666666667,4.0,101.15488934554524,2.2502821822545225,141331.65243855966,439.7321712570577,351.9363941187653,614.3080278728397,14.330287651867154
2021-09-02,98.11111111111111,4.0,103.45881136527126,2.270754611100366,141219.30392906928,449.7475905679354,355.13821158133817,711.1795279697496,16.590060271905177
2021-09-03,97.11111111111111,0.0,105.52025833250427,2.2982952225221287,141105.8380784008,458.70894237897926,359.44546848984305,809.0926977207366,18.87413246984849
2021-09-04,96.11111111111111,5.0,107.444778452077,2.3301570298740715,140990.98112129685,467.0750571192835,364.4285455803416,908.2865164218044,21.188079041889225
2021-09-05,95.0,2.0,109.29449368050588,2.3647161408718635,140874.56613714827,475.115986221838,369.83347168446585,1008.9083858973923,23.53533850819769
2021-09-06,94.38888888888889,4.0,111.10590159045029,2.4010112148912746,140756.48940864444,482.9903889168091,375.5098964348354,1111.0515396872954,25.91808577677352
2021-09-07,93.83333333333333,3.0,112.90037440348735,2.4384717290915083,140636.68469644748,490.7911727587351,381.3685920212958,1214.7771112916112,28.33774694104513
2021-09-08,93.27777777777777,2.0,114.69035143653926,2.476757634646665,140515.10807769702,498.57241291763063,387.35637597697456,1320.127149962414,30.795302906112923
2021-09-09,92.72222222222223,2.0,116.48299205512562,2.5156647239564967,140391.72901297238,506.36523199533036,393.4413109355051,1427.1322951424897,33.29146841443297
2021-09-10,92.38888888888889,3.0,118.28233029967757,2.5550687838640145,140266.52508770206,514.1871664388535,399.6039703863291,1535.8162974242962,35.82679750861317
2021-09-11,91.88888888888889,3.0,120.09054738482479,2.594892593185421,140139.4789166751,522.0476982440906,405.8322772018802,1646.1986816833423,38.40174565573147
2021-09-12,91.61111111111111,4.0,121.9087203047952,2.6350864935986285,140010.57633312017,529.951509231301,412.1184649913692,1758.2963060040877,41.01670611322323
2021-09-13,91.72222222222223,2.0,123.73726037580799,2.675616998029158,139879.80533800035,537.9003874403443,418.4572964915165,1872.124266492042,43.67203103591072
2021-09-14,91.44444444444444,4.0,125.57618280640881,2.716459779150085,139747.15546373805,545.8943989845526,424.8449669920578,1987.696445481165,46.368044264326535
2021-09-15,91.33333333333333,2.0,127.4252582669297,2.757595722229067,139612.61742709388,553.9325469409549,431.27848701459436,2105.0258101207123,49.10504829000657
2021-09-16,91.94444444444444,3.0,129.2840997099816,2.799008657947605,139476.1829410007,562.0131487691434,437.75532773332253,2224.1245739327505,51.88332802422744
2021-09-17,93.0,2.0,131.15221849078384,2.840683894512126,139337.84460160357,570.1340802729296,444.2731914022555,2345.0042931363687,54.70315304501221
2021-09-18,94.55555555555556,4.0,133.0290562473872,2.8826073802642127,139197.59583479748,578.2929141874147,450.8298803903435,2467.67591144282,57.56477864209033
2021-09-19,96.66666666666667,5.0,134.91400161694276,2.9247652624290423,139055.43087990806,586.4869928465706,457.42322817124676,2592.1497724287105,60.468446105533545
2021-09-20,98.61111111111111,4.0,136.8064024727239,2.967143563233395,138911.34478438858,594.7134813790105,464.0510486693061,2718.4356222345436,63.414382788706256
2021-09-21,100.83333333333333,5.0,138.70557449318812,3.0097279534352896,138765.3334074228,602.9694049587061,470.71110084035695,2846.5426042539148,66.40280198437755
2021-09-22,103.33333333333333,2.0,140.61080349774505,3.0525036903435354,138617.39343866942,611.2516589588449,477.4010789782002,2976.479240366725,69.43390248693845
2021-09-23,106.38888888888889,4.0,142.52134660642545,3.095455587636607,138467.52241983177,619.5570139930476,484.1186079943783,3108.2534095475608,72.50786809338835
2021-09-24,109.61111111111111,4.0,144.4364346163285,3.13856795616498,138315.7187630047,627.8821262460632,490.86123415986367,3241.872328888848,75.62486716065212
2021-09-25,112.55555555555556,5.0,146.3552731753258,3.181824577751212,138161.98177177488,636.2235425759976,497.62642100748207,3377.342532000087,78.78505210168754
2021-09-26,116.11111111111111,4.0,148.27704355832762,3.2252086916360345,138006.31166301208,644.5777038888349,504.4115472121277,3514.669846486962,81.98855886012876
2021-09-27,119.66666666666667,6.0,150.20090219706088,3.2687030158534807,137848.70959137773,652.9409430943265,511.21390993375957,3653.8593687323214,85.2355063219888
2021-09-28,123.44444444444444,0.0,152.1259815130111,3.312289736704242,137689.17767028438,661.3094887268875,518.0307231710707,3794.915441484935,88.5259957928607
2021-09-29,127.22222222222223,0.0,154.0513915759099,3.355950478755352,137527.71899042508,669.6794721552362,524.8591130695422,3937.841633292137,91.86011051813189
