param,fixed,prior_value,fit_value,delta_pct
β,false,0.400107332693448,0.5009048692669591,25.19262416279875
σ,true,0.36053350785340393,0.36053350785340393,0.0
γ,true,0.39351413612565384,0.39351413612565384,0.0
μ,false,0.00023221989528795782,0.002092821617956023,801.2240778718107
E0,false,51.15875235623667,50.53731808809975,-1.2147174032111554
I0,false,46.84346702478845,0.005748734675392067,-99.98772777712344
N_eff,false,200000.00000000006,31304.40654439452,-84.34779672780274
R0,false,1.0167546625712294,1.272901843371172,25.192624162836943
