param,fixed,fit_value
β,false,0.32121120670409853
σ,true,0.23003749999999962
γ,true,0.2740968750000002
μ,false,0.006394002495505301
E0,false,245.80391037523597
I0,false,459.9643739460451
N_eff,false,142751.9593194602
R0,false,1.1718893427883785
