param,fixed,fit_value
β,false,0.5009040817245248
σ,true,0.36053350785340393
γ,true,0.39351413612565384
μ,false,0.0020928818117705848
E0,false,50.55818392237716
I0,false,8.237708974029765e-5
N_eff,false,31307.6403625963
R0,false,1.2728998420645812
