param,fixed,fit_value
β,false,0.47866278190450473
σ,true,0.40000000000000224
γ,true,0.39990000000000164
μ,false,0.00222209122523354
E0,false,1.0392545353377665
I0,false,2.4950301441114733
N_eff,false,10123.519867378045
R0,false,1.1969561938097093
