param,fixed,prior_value,fit_value,delta_pct
β,false,0.42743793319509654,0.2931010114656209,-31.4284042890142
σ,true,0.1753999999999998,0.1753999999999998,0.0
γ,true,0.24749999999999955,0.24749999999999955,0.0
μ,false,0.002500000000000002,0.002661754794832489,6.470191790711407
E0,false,1.7016000000000004,1.9339838524784754e-9,-99.99999988628444
I0,false,1.0,91.25167915415187,9025.167915406162
R0,false,1.7270219523034236,1.1842465109722078,-31.42840428906953
