date,obs_cases,obs_deaths,fit_cases,fit_deaths,S,E,I,R,D
2022-01-01,154.94444444444446,6.0,78.75325057405774,4.380797738269445,94384.26315435163,263.16675845543386,780.358884577535,0.0,0.0
2022-01-02,151.16666666666666,6.0,130.91384053157756,3.640881250938117,94102.51313547099,437.46982884533554,648.5563136233018,235.2836322222678,3.9658872226789157
2022-01-03,147.16666666666666,8.0,160.04191578080773,3.297948743986744,93858.36084717237,534.8060160821703,587.4691681766677,439.7405987515441,7.412167201815545
2022-01-04,142.0,5.0,177.37695236907194,3.15948777776697,93631.03857147224,592.7338521192344,562.8048828998328,630.5825355471172,10.628955346151367
2022-01-05,137.0,3.0,188.6786588322036,3.1265931797749267,93409.89415748406,630.5003370990548,556.945312718481,816.683164987494,13.765825095479569
2022-01-06,132.05555555555554,7.0,196.90009493010356,3.1484072023149148,93189.45309375387,657.973599116325,560.8310813191968,1002.6309054127264,16.90011778245149
2022-01-07,126.94444444444444,8.0,203.55494485419484,3.198748540947867,92966.8968529491,680.2118593756089,569.7984688159017,1190.80960129831,20.0720149456507
2022-01-08,122.16666666666667,5.0,209.41805686056844,3.264114257910728,92740.772315792,699.8043989842121,581.4421741468169,1382.4673541620468,23.302554299495775
2022-01-09,117.38888888888889,8.0,214.88474182163708,3.3375168042455488,92510.3304703171,718.0722133311085,594.5174934391472,1578.2657331939033,26.602887103309875
2022-01-10,113.05555555555556,6.0,220.1551791410235,3.4153168881495284,92275.18735357303,735.6842343572268,608.3761535103449,1778.5620203241872,29.97903561979321
2022-01-11,108.72222222222223,5.0,225.32911018585446,3.4955952522008498,92035.15018394569,752.9737640161921,622.6762738011178,1983.5542379522408,33.434337669328514
2022-01-12,104.88888888888889,4.0,230.45448629834127,3.577315300780585,91790.12823052458,770.1010394944235,637.2332037867727,2193.3556216538364,36.9707019249453
2022-01-13,101.77777777777777,4.0,235.55247370050196,3.6598923076624117,91540.08716706498,787.1367911553868,651.9427851991092,2408.0328024609757,40.58925150411653
2022-01-14,99.5,8.0,240.6303129062109,3.742971753823468,91285.02574754645,804.1052143504103,666.7418669670732,2627.6253157151004,44.2906528055372
2022-01-15,98.0,6.0,245.6879399058811,3.8263152358966357,91024.96393393712,821.0060951810783,681.5879818970715,2852.155503939601,48.07528242968393
