date,strain_id,strain_num,strain_name,pango_lineage,strain_dom_start,strain_dom_end,R0_min,R0_avg,R0_max,T_incub_avg_days,sigma_avg_per_day,T_infect_avg_days,gamma_avg_per_day,IFR_avg,mu_avg_per_day,beta_min_per_day,beta_avg_per_day,beta_max_per_day,T_gen_avg_days,severity,immune_escape,n_matching_strains,strain_match_type
2021-04-07,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-08,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-09,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-10,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-11,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-12,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-13,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-14,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-15,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-16,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-17,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-18,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-19,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-20,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-21,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-22,Alpha_B117,2,Alpha (UK / British),B.1.1.7,2020-12-17,2021-04-23,3.6,4.5,6.0,5.0,0.2,4.35,0.2264,0.015,0.003448,0.6545,1.0345,1.7143,7.17,moderate-high,partial,1,exact
2021-04-23,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,2,overlap_resolved
2021-04-24,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-04-25,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-04-26,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-04-27,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-04-28,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-04-29,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-04-30,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-01,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-02,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-03,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-04,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-05,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-06,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-07,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-08,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-09,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-10,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-11,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-12,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-13,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-14,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-15,Beta_B1351,3,Beta (South African),B.1.351,2021-04-23,2021-05-16,3.5,4.5,6.0,4.5,0.2222,4.5,0.2189,0.015,0.003333,0.6364,1.0,1.7143,6.75,moderate-high,moderate,1,exact
2021-05-16,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,2,overlap_resolved
2021-05-17,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-18,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-19,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-20,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-21,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-22,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-23,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-24,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-25,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-26,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-27,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-28,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-29,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-30,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-05-31,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-01,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-02,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-03,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-04,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-05,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-06,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-07,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-08,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-09,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-10,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-11,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-12,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-13,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-14,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-15,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-16,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-17,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-18,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-19,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-20,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-21,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-22,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-23,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-24,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-25,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-26,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-27,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-28,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-29,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-06-30,Gamma_P1,4,Gamma (Brazilian),P.1 (B.1.1.28.1),2021-05-16,2021-07-01,3.8,4.6,6.2,5.0,0.2,4.5,0.2187,0.016,0.003556,0.6909,1.0222,1.7714,7.25,moderate-high,moderate,1,exact
2021-07-01,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,2,overlap_resolved
2021-07-02,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-03,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-04,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-05,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-06,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-07,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-08,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-09,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-10,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-11,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-12,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-13,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-14,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-15,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-16,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-17,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-18,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-19,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-20,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-21,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-22,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-23,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-24,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-25,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-26,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
2021-07-27,Delta_B16172,5,Delta (Indian),B.1.617.2 + AY.*,2021-07-01,2021-12-26,4.5,5.1,8.0,4.4,0.2273,3.65,0.2712,0.01,0.00274,1.0,1.3973,2.6667,6.23,high,partial,1,exact
