date,strain_id,strain_num,strain_name,pango_lineage,strain_dom_start,strain_dom_end,R0_min,R0_avg,R0_max,T_incub_avg_days,sigma_avg_per_day,T_infect_avg_days,gamma_avg_per_day,IFR_avg,mu_avg_per_day,beta_min_per_day,beta_avg_per_day,beta_max_per_day,T_gen_avg_days,severity,immune_escape,n_matching_strains,strain_match_type
2020-01-01,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-02,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-03,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-04,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-05,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-06,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-07,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-08,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-09,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-10,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-11,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-12,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-13,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-14,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-15,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-16,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-17,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-18,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-19,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-20,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-21,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-22,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-23,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-24,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-25,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-26,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-27,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-28,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-29,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-30,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-01-31,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-01,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-02,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-03,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-04,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-05,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-06,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-07,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-08,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-09,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-10,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-11,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-12,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-13,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-14,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-15,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-16,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-17,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-18,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-19,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-20,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-21,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-22,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-23,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-24,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-25,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-26,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-27,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-28,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-02-29,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-01,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-02,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-03,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-04,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-05,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-06,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-07,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-08,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-09,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-10,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-11,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-12,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-13,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-14,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-15,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-16,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-17,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-18,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-19,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-20,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-21,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-22,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-23,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-24,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-25,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-26,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-27,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-28,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-29,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-30,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-03-31,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-01,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-02,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-03,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-04,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-05,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-06,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-07,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-08,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-09,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-10,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-11,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-12,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-13,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-14,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
2020-04-15,Wuhan_D614G,1,Wuhan-1 (D614G / ancestral),B / B.1 (D614G),2020-01-01,2020-12-17,2.2,2.9,3.5,5.7,0.1754,4.0,0.2475,0.01,0.0025,0.3667,0.725,1.1667,7.7,moderate,none,1,exact
