param,fixed,prior_value,fit_value,delta_pct
β,false,8.0,0.7148034010501743,-91.06495748686145
σ,true,0.40000000000000013,0.40000000000000013,0.0
γ,true,0.39989999999999987,0.39989999999999987,0.0
μ,false,8.0e-5,3.133597511540247e-9,-99.99608175315954
E0,false,1.0,0.04930465337778466,-95.06953466212644
I0,false,1.0,0.03693986025818979,-96.3060139740847
N_eff,false,40.1827644533135,62.23992308248095,54.89208850922661
R0,false,20.005001250312585,1.787455366467053,-91.06495748686828
