date,obs_cases,obs_deaths,fit_cases,fit_deaths,S,E,I,R,D
2020-08-29,33.44444444444444,0.0,35.56224052891716,8.570204530278482e-6,105447.66566320862,185.3757746844019,0.00430066295409845,0.0,0.0
2020-08-30,33.166666666666664,0.0,30.137835791418805,0.05774268763958733,105443.30763945378,157.09990636283652,28.976185658614884,3.6311014036092315,0.03090567712550583
2020-08-31,31.555555555555557,1.0,26.81310300021798,0.0957805464155687,105432.30146545688,139.76902654140548,48.06417935971457,12.802103652747483,0.10896354522784685
2020-09-01,30.72222222222222,0.0,24.833425605356798,0.12124577689737484,105416.88640562267,129.44953527090527,60.84303113200986,25.64846276499209,0.21830376540641233
2020-09-02,30.11111111111111,0.0,23.716320316277518,0.13869326815420238,105398.49161979281,123.62638534314058,69.5984556991942,40.98047738132917,0.3488003395161461
2020-09-03,28.944444444444443,0.0,23.153340203307962,0.151035519491501,105378.02806807542,120.69173125438085,75.79199086034018,58.039948417410976,0.49399994844169237
2020-09-04,29.444444444444443,0.0,22.94732179047322,0.16013496481391157,105356.07529322758,119.61781627291516,80.35823513872077,76.34459618934581,0.6497977274222566
2020-09-05,29.11111111111111,0.0,22.972252635250978,0.16718268713715864,105333.00089260582,119.74777362643047,83.89489265946916,95.58858903672386,0.8135906275476685
2020-09-06,28.444444444444443,0.0,23.147609645817578,0.17294054796800645,105309.03691822715,120.66185949944209,86.78427746733408,115.57894723662963,0.9837361254220603
2020-09-07,27.666666666666668,1.0,23.421951965043306,0.17789598895453923,105284.32872614102,122.09192743663607,89.2709954209965,136.19488340341252,1.1592061539311287
2020-09-08,26.77777777777778,0.0,23.762431460105425,0.182361001540531,105258.96620751785,123.86674952946713,91.51160871678375,157.3618069475323,1.3393658443613095
2020-09-09,26.38888888888889,0.0,24.14808667559247,0.18653540181697165,105233.0037548308,125.87705971433465,93.6063882008719,179.03470374550497,1.523832064485807
2020-09-10,24.61111111111111,0.0,24.56555562391933,0.19054728490295567,105206.47302606239,128.05320577689352,95.61961401165719,201.18750973186846,1.7123829731875024
2020-09-11,25.38888888888889,0.0,25.006334963606236,0.1944788893438966,105179.3911046398,130.35086223340664,97.59255474015275,223.80631674975325,1.9049001928839928
2020-09-12,24.88888888888889,0.0,25.465027723906676,0.19838313407036845,105151.76571609969,132.74189622109026,99.55176593511896,246.88502846472312,2.1013318353675987
2020-09-13,24.5,0.0,25.93822305841496,0.20229419133844204,105123.59856303362,135.20852797451394,101.51439577023388,270.42258291572574,2.3016688618862293
2020-09-14,23.61111111111111,0.0,26.42377998167607,0.20623424719395753,105094.88745732697,137.739597149689,103.49157755102196,294.42117656098526,2.5059299673264084
2020-09-15,23.333333333333332,0.0,26.920369447482702,0.21021782364570635,105065.62768333468,140.3281758093818,105.49059864909819,318.88512884670376,2.7141519161281344
2020-09-16,23.72222222222222,0.0,27.427181523516108,0.21425454243583705,105035.81286962322,142.97004200838316,107.51628740547424,343.8201561563212,2.9263833625924813
2020-09-17,23.444444444444443,0.0,27.94373812329192,0.21835089228665186,105005.43554654656,145.66270361877628,109.57189996269912,369.2329075287376,3.142680899203821
2020-09-18,25.166666666666668,0.0,28.4697733421686,0.22251135782987533,104974.4875026536,148.40477455582118,111.65968677925981,395.13066803533786,3.3631065319595184
2020-09-19,26.166666666666668,0.0,29.005156778439712,0.22673914260508557,104942.96001322227,151.19557507276983,113.78125544152573,421.5211687564099,3.587726063007364
2020-09-20,27.055555555555557,0.0,29.549844515380602,0.23103663078365694,104910.84398654474,154.0348762443146,115.93780236405959,448.41246534580534,3.816608057063488
2020-09-21,26.944444444444443,0.0,30.103847831700396,0.23540568139612061,104878.13005753393,156.92273686313587,118.13026043751857,475.8128605395499,4.049823181853835
2020-09-22,26.333333333333332,0.0,30.667213062030164,0.23984781717799766,104844.80864823754,159.85939845839496,120.35939379445293,503.730854281987,4.287443783618916
2020-09-23,26.555555555555557,0.0,31.24000868636145,0.24436434506016416,104810.8700069354,162.8452179966748,122.62585827325984,532.1751117358281,4.529543614835246
2020-09-24,26.944444444444443,0.0,31.822317103720827,0.24895643233741327,104776.30423339763,165.88062500050142,124.9302396407615,561.1544428567188,4.776197660366759
2020-09-25,28.22222222222222,0.0,32.41422931192004,0.25362515530902663,104741.1012956009,168.9660938154053,127.27307800080628,590.6777891144271,5.027482024443813
2020-09-26,29.38888888888889,0.0,33.01584139509992,0.25837153076906433,104705.2510411745,172.10212530049358,129.65488359658974,620.7542146291715,5.283473855221132
2020-09-27,29.944444444444443,0.0,33.62725229182343,0.2631965353216012,104668.74320515097,175.28923519415858,132.07614650334295,651.3929004117579,5.544251295753427
2020-09-28,29.72222222222222,0.0,34.24856236037185,0.2681011170904285,104631.5674154625,178.52794663537745,134.53734250444433,682.6031405025315,5.809893451132565
2020-09-29,29.5,0.0,34.879872380149166,0.273086203232874,104593.71319726299,181.81878495831953,137.03893686197227,714.394339108581,6.08048036412122
2020-09-30,29.38888888888889,0.0,35.52128283066382,0.27815270475783355,104555.16997655106,185.16227393388453,139.5813867344689,746.7760083406882,6.356092995891206
2020-10-01,30.333333333333332,0.0,36.172893408509445,0.2833015190163991,104515.92708321691,188.55893325186148,142.16514242677644,779.7577664494221,6.6368132110102
2020-10-02,32.22222222222222,0.0,36.834802709957316,0.288533530552558,104475.97375373225,192.00927686637408,144.7906478169311,813.3493363753277,6.922723765101852
2020-10-03,33.888888888888886,0.0,37.50710798190148,0.2938496112268513,104435.29913377803,195.513811697629,147.45834041821718,847.5605443690137,7.21390829310083
2020-10-04,35.05555555555556,0.0,38.189904832766736,0.29925062064812824,104393.89228113503,199.07303612496213,150.16865159582773,882.4013184044086,7.510451295747447
2020-10-05,36.77777777777778,0.0,38.88328698851912,0.3047374060927706,104351.74216859203,202.68743871499072,152.92200652633056,917.8816865965231,7.812438126120627
2020-10-06,37.666666666666664,0.0,39.58734614718022,0.31031080141737855,104308.83768671342,206.35749746323867,155.71882365203666,954.0117757500001,8.11995497728408
2020-10-07,38.05555555555556,0.0,40.30217186242614,0.31597162561202913,104265.16764668064,210.08367918737088,158.55951395500273,990.8018098634255,8.433088869555911
2020-10-08,37.94444444444444,0.0,41.02785138445042,0.3217206816752874,104220.72078342437,213.86643869765737,161.44448039249409,1028.2621084056243,8.75192763583754
2020-10-09,39.111111111111114,0.0,41.76446940205121,0.3275587563529064,104175.48575921709,217.70621745254766,164.3741177658603,1066.4030842167404,9.07655990374898
2020-10-10,40.94444444444444,0.0,42.51210782805854,0.3334866193702906,104129.45116731303,221.60344244016449,167.34881233537325,1105.235241389813,9.40707507759815
2020-10-11,43.05555555555556,0.0,43.27084567846974,0.3395050217059341,104082.60553548438,225.55852554827135,170.36894095381132,1144.7691732483488,9.743563321167219
2020-10-12,44.666666666666664,0.0,44.04075897985473,0.34561469350660146,104034.93732965742,229.5718630816029,173.43487002026455,1185.015560256766,10.086115539927608
2020-10-13,45.77777777777778,0.0,44.8219206222813,0.35181634243120097,103986.43495789907,233.64383499520648,176.5469546490643,1225.9851676517642,10.434823360879669
2020-10-14,47.05555555555556,1.0,45.614400047561325,0.3581106534910916,103937.08677508053,237.7748032693589,179.70553858964666,1267.6888425088546,10.78977910758484
2020-10-15,48.611111111111114,0.0,46.418262967572595,0.36449828850313687,103886.8810876531,241.9651104412589,182.9109539520864,1310.13751073497,11.151075774568593
2020-10-16,52.0,0.0,47.23357125043697,0.37097988387509756,103835.806158124,246.21507901170642,186.1635200957723,1353.342174320574,11.5188070039321
2020-10-17,54.94444444444444,0.0,48.06038281839892,0.3775560482039927,103783.85020970082,250.52501091277267,189.46354242422703,1397.3139084573563,11.893067060819849
2020-10-18,58.22222222222222,0.0,48.89875153674381,0.38422735985670525,103731.00143117785,254.895186928763,192.81131117101725,1442.0638584710407,12.273950807313614
2020-10-19,61.55555555555556,0.0,49.74872689618106,0.39099436645352853,103677.24798264504,259.3258650405713,196.20710114058895,1487.603236059371,12.661553670412532
2020-10-20,63.611111111111114,0.0,50.610353626573776,0.39785758492338275,103622.57800161974,263.8172784121629,199.65117173597616,1533.9433151810672,13.055971607042446
2020-10-21,66.33333333333333,0.0,51.48367150473938,0.4048174996065429,103566.97960883271,268.369634388695,203.1437660067199,1581.0954282561436,13.457301071715385
2020-10-22,68.94444444444444,0.0,52.36871526621334,0.41187455933959266,103510.44091391924,272.98311403656544,206.6851091860525,1629.0709624293909,13.865638984726644
2020-10-23,71.77777777777777,0.0,53.26551451748191,0.4190291744196527,103452.95002134918,277.65787168590765,210.27540716749968,1677.8813556545588,14.281082698825784
2020-10-24,75.11111111111111,0.0,54.174093518242444,0.42628171473622717,103394.49503697625,282.3940337955758,213.9148455674119,1727.5380922553115,14.703729961434238
2020-10-25,78.5,0.0,55.09447072246588,0.4336325101616464,103335.06407553247,287.19169656083517,217.60358992089462,1778.0526976718531,15.133678869931856
2020-10-26,82.55555555555556,0.0,56.02665839055924,0.4410818501533082,103274.64526816412,292.0509238916761,221.34178548220675,1829.4367331911722,15.571027826804034
2020-10-27,86.5,0.0,56.97066250075678,0.4486299804546656,103213.22676932043,296.97174695092156,225.1295555692645,1881.701791215981,16.015875499373855
