date,obs_cases,obs_deaths,fit_cases,fit_deaths,prior_cases,S,E,I,R,D
2020-04-15,0.0,0.0,0.1488950295567646,0.06231320738305644,0.24999999999999953,6289.049003418595,0.8488884239268231,28.157117518981856,0.0,0.0
2020-04-16,2.5,0.0,1.7232528409982022,0.050545620198159176,0.27885550485879046,6279.083414234969,9.824702628267982,22.839764277265846,6.251232015464189,0.055896205538008836
2020-04-17,5.0,0.0,2.7861802938698945,0.043899275938183574,0.30478900255238345,6270.735812608266,15.884722313967488,19.836518187727705,11.49517068515852,0.10278556638477328
2020-04-18,4.25,0.0,3.5370452484524515,0.040459760253793595,0.3294699323240525,6263.273363170216,20.165594346935322,18.282323637310718,16.18897240106031,0.14475580598197102
2020-04-19,5.0,0.0,4.099376968081697,0.03904286173809354,0.3539571079965525,6256.237191874366,23.37159046796865,17.642077697572983,20.6197749176246,0.18437440397218077
2020-04-20,5.166666666666667,0.0,4.549846458194428,0.038916524099773066,0.37893716899836044,6249.337346155061,25.939831574654693,17.58499022160031,24.969572722410486,0.22326868777793663
2020-04-21,5.0,0.0,4.9361468226430025,0.03962879788202931,0.4048709374769413,6242.388057117817,28.142228179264585,17.90684135773894,29.355397594385238,0.2624851122989209
2020-04-22,4.875,0.0,5.288041717655669,0.04090132346704906,0.43208331429176355,6235.267762153942,30.148470454137254,18.481850315680255,33.854214567332114,0.30271187041246506
2020-04-23,5.0,0.0,5.624198729330986,0.04256336050157974,0.46081856267306,6227.894386520655,32.06498705433861,19.232865615125508,38.518353296833254,0.344416874551977
2020-04-24,6.6,2.0,5.956418204528762,0.044510918170098564,0.4912743770048191,6220.210046959585,33.95905475786071,20.112897512863928,43.38507681422769,0.38793331696716715
2020-04-25,7.545454545454546,0.0,6.29225111496721,0.046681429960189834,0.5236229527158625,6212.171580693768,35.87372357449953,21.093674431860293,48.482517910700146,0.43351275067582956
2020-04-26,8.083333333333334,0.0,6.636619850821163,0.049038057034726544,0.5580240948955615,6203.7446793391655,37.83705730228718,22.158550214585407,53.83336446318034,0.4813580422855298
2020-04-27,7.769230769230769,0.0,6.992821606914157,0.05155995664316923,0.5946334564627127,6194.900255282196,39.86785408730995,23.298106764924416,59.45714937924033,0.5316438478342622
2020-04-28,8.214285714285714,1.0,7.363149298793765,0.05423624627700498,0.6336077999458485,6185.6121916521815,41.979186424137815,24.507426665142493,65.37167526836872,0.5845293516742673
2020-04-29,8.133333333333333,1.0,7.749275466976537,0.05706225740995216,0.6751084468246666,6175.855950576732,44.18058989154245,25.784400374603344,71.59390231313888,0.640166205487764
2020-04-30,7.875,1.0,8.152489212026785,0.06003720770686492,0.719303627129153,6165.607714734229,46.47941397962824,27.128674383937668,78.14050277721626,0.6987034864925421
2020-05-01,8.823529411764707,0.0,8.573841951346337,0.06316275151179236,0.7663701663360583,6154.843861017985,48.88165308635317,28.540996232258983,85.02820822277532,0.7602908021317367
2020-05-02,9.333333333333334,0.0,9.014236521931124,0.06644207401266497,0.8164947814558344,6143.540641988175,51.392454515000765,30.022805192470177,92.27402742725386,0.825080238604878
2020-05-03,9.38888888888889,0.0,9.474481038551081,0.06987932131979319,0.8698751468835485,6131.673998190238,54.016425533358564,31.57597474404953,99.89538330865467,0.8932275852033165
2020-05-04,10.11111111111111,0.0,9.955320716955692,0.07347923804143751,0.9267208406379993,6119.219454061088,56.75781480590481,33.20264880636796,107.91019858787232,0.9648931002710782
2020-05-05,10.222222222222221,1.0,10.457455933366292,0.07724693174081465,0.9872542276678132,6106.152068003844,59.62061535556615,34.90513530520506,116.3369487124595,1.040241984429618
2020-05-06,11.055555555555555,0.0,10.981551478448822,0.08118771576887272,1.051711306763332,6092.446419196924,62.60861732296941,36.68583515448178,125.19469302783028,1.119444659299194
2020-05-07,12.11111111111111,1.0,11.528240246916482,0.08530699859954864,1.1203425678491699,6078.076619925194,65.72542900180441,38.54719225080746,134.50309126873842,1.2026769149595695
2020-05-08,12.166666666666666,1.0,12.098123309406924,0.08961020037462386,1.1934138741084446,6063.016346909476,68.97447724861424,40.49165576307453,144.2824094774709,1.290119962868313
2020-05-09,12.833333333333334,1.0,12.69176736654713,0.0941026866008759,1.2712073582631611,6047.238888541998,72.35899296777163,42.52165017256438,154.55351726777351,1.3819604113958288
2020-05-10,13.444444444444445,3.0,13.309700639361566,0.09878970841673188,1.3540223447766193,6030.7172047494905,75.88198768165097,44.639548281577035,165.33787846663756,1.478390182147678
2020-05-11,14.222222222222221,1.0,13.95240745207646,0.10367634669605223,1.4421763150557116,6013.423999085363,79.54622264581799,46.84764595592322,176.65753530578843,1.579606368610711
2020-05-12,13.666666666666666,0.0,14.620321639167114,0.1087674585317423,1.5360059226576066,5995.331803101635,83.35417126093004,49.148137942775804,188.53508602031403,1.6858110358482856
2020-05-13,13.38888888888889,0.0,15.313819443731356,0.11406761948857928,1.6358680158098438,5976.413071102142,87.30797858455743,51.543091776780464,200.99365692718712,1.7972109708367368
2020-05-14,13.5,0.0,16.03321159758027,0.11958106468296495,1.7421406998841875,5956.640286882493,91.40941617776674,54.03442115609588,214.05686777253467,1.9140173726134708
2020-05-15,14.333333333333334,0.0,16.77873457844139,0.12531162888311642,1.8552244687032053,5935.98608293684,95.65983226021328,56.62385887580487,227.7487898112051,2.036445477439954
2020-05-16,14.61111111111111,0.0,17.550541769284013,0.13126267882581344,1.9755433619402607,5914.423369922291,100.06010130720657,59.312926244264744,242.09389775856744,2.164714129172463
2020-05-17,15.277777777777779,0.0,18.3486939539775,0.1374370437672617,2.1035461191051725,5891.92547877951,104.61056986304172,62.102901701517695,257.1170137393602,2.2990452780734176
2020-05-18,16.555555555555557,0.0,19.173149110151286,0.14383694532466423,2.2397073828143794,5868.466315941862,109.31099834749891,64.99478911719736,272.84324255296735,2.43966340197741
2020-05-19,15.777777777777779,0.0,20.02375245434114,0.1504639181021652,2.384528970058562,5844.020528375731,114.16050430069077,67.98928192422186,289.2978998963718,2.5867948644873877
2020-05-20,16.61111111111111,0.0,20.9002260490726,0.15731872898146176,2.5385411337259947,5818.563681041232,119.15750313040265,71.0867266490978,306.50643135019385,2.7406671905777666
2020-05-21,17.61111111111111,0.0,21.802157811993496,0.16440129809344223,2.7023037834567085,5792.072447319822,124.29964545036214,74.28708720182021,324.49432113873917,2.9015082507605117
2020-05-22,18.27777777777778,1.0,22.728991200452345,0.17171061052467265,2.8764077822164884,5764.524807647115,129.58375826939778,77.5899049791807,343.2869930903011,3.069545375508773
2020-05-23,18.88888888888889,1.0,23.6800149065608,0.1792446271982977,3.0614762874286945,5735.900258433128,135.0057862403696,80.99425859502284,362.9097017116967,3.2450043812856593
2020-05-24,19.38888888888889,0.0,24.65435212983647,0.18700020164546421,3.2581659984238103,5706.180032305606,140.56073050077822,84.4987262722148,383.38741178892593,3.4281084939778457
2020-05-25,18.77777777777778,0.0,25.65095101265511,0.1949729893863901,3.4671683424187107,5675.347323290126,146.24259414284572,88.10134489518411,404.74466983392705,3.619077199419989
2020-05-26,19.555555555555557,0.0,26.6685758142369,0.20315735685655667,3.689210738357805,5643.387517565449,152.04433189416721,91.79956885690997,427.00546603596104,3.8181250090150423
2020-05-27,21.0,0.0,27.705797999547226,0.21154630164135022,3.925057841601552,5610.288431567161,157.95779931326828,95.59023401580066,450.19308434602874,4.025460119244541
2020-05-28,23.055555555555557,0.0,28.760988943990533,0.22013137011234343,4.17551255741146,5576.040550044809,163.9737111972096,99.4695204784646,474.3299446406646,4.2412830003556
2020-05-29,24.27777777777778,0.0,29.832314364721157,0.2289025750896121,4.441416983613382,5540.637262028101,170.08160983307405,103.43291539424591,499.4374371898474,4.465784916234167
2020-05-30,26.944444444444443,0.0,30.91772924822674,0.23784833013501808,4.7236534183507315,5504.0750972246715,176.26983607882994,107.4751832647008,525.5357464445224,4.699146348778198
2020-05-31,29.77777777777778,0.0,32.01497470919427,0.2469553895636087,5.023145176733454,5466.353955737685,182.52551145492762,111.59033883688699,552.6436679710105,4.9415353609928205
2020-06-01,30.166666666666668,0.0,33.12157765344376,0.25620878996555435,5.340857011437297,5427.477325502507,188.83453622259862,115.77162067921152,580.7784210359916,5.19310592119455
2020-06-02,31.555555555555557,0.0,34.23485179407123,0.26559181188778164,5.67779548088334,5387.452490161372,195.1815951771452,120.01147386672656,609.9554539934066,5.45399616285291
2020-06-03,36.72222222222222,0.0,35.351900766398714,0.2750859580945723,6.035009277444376,5346.290722001762,201.55017540706245,124.3015401578687,640.1882451904445,5.724326604365381
2020-06-04,39.27777777777778,0.0,36.46962484868123,0.2846709373369457,6.4135890453989415,5304.00745152803,207.92260461049756,128.63265066042155,671.4881041908842,6.004198371670015
2020-06-05,39.55555555555556,1.0,37.58473005071966,0.29432466924539774,6.814666672629072,5260.622415176684,214.2801029117429,132.99482804236996,703.8639718203825,6.29369141032432
2020-06-06,42.833333333333336,0.0,38.693739473712775,0.3040233151429935,7.2394145564078505,5216.159778272297,220.60284762664094,137.3773004552384,737.3222203088749,6.5928626984525005
2020-06-07,43.05555555555556,0.0,39.79300837683536,0.3137413222456877,7.689044518011595,5170.648225002526,226.87005916097723,141.76852150664047,771.8664591802777,6.901744511082939
2020-06-08,44.05555555555556,1.0,40.87874237142793,0.3234514890732577,8.164805753068528,5124.121014307027,233.0601047401823,146.15619981714823,807.4973477535447,7.220342743601962
2020-06-09,45.72222222222222,0.0,41.94701821671151,0.33312505893348504,8.667982294682266,5076.616000468961,239.15061697098952,150.52734126246187,844.2124153549332,7.548635304158396
2020-06-10,47.72222222222222,0.0,42.99380776226162,0.3427318355372936,9.199890326204587,5028.1756136639,245.11863034356708,154.86830121577015,882.0058935249469,7.886570613320085
2020-06-11,52.388888888888886,0.0,44.015004917097194,0.3522403215290589,9.761874485305597,4978.846798123793,250.94073498915188,159.1648471446598,920.8685628692278,8.234066234671182
2020-06-12,57.05555555555556,0.0,45.006454672445706,0.3616178880098168,10.355302878592253,4928.680909070618,256.59324214621296,163.40223521261157,960.787615289132,8.591007642928899
2020-06-13,61.72222222222222,0.0,45.96398557735529,0.3708309559796226,10.981561803871333,4877.733561709667,262.0523693121741,167.5652922663354,1001.7465388785936,8.957247194733815
2020-06-14,64.83333333333333,7.0,46.88344409502744,0.37984520413497175,11.64204973591449,4826.06443580128,267.2944361176026,171.63850973201903,1043.7250244180495,9.332603292553124
2020-06-15,65.44444444444444,0.0,47.76072937063458,0.38862580992400875,12.33816942899197,4773.737040760089,272.2960625463776,175.60615253958525,1086.6988937710225,9.716859744429346
2020-06-16,68.38888888888889,0.0,48.59182949437439,0.3971377086742222,13.07131898502144,4720.8184363026285,277.03437568058405,179.4523762132619,1130.6400557952752,10.109765369754179
2020-06-17,67.94444444444444,0.0,49.372860352812424,0.4053458469157454,13.842882506940335,4667.37890576002,281.48723120189555,183.16134133935267,1175.5164971432264,10.511033917009213
2020-06-18,66.72222222222223,0.0,50.10010341648494,0.4132154644316421,14.654218768192969,4613.491594820466,285.6334288283067,186.7173410147087,1221.2923004714332,10.920344226588393
2020-06-19,70.72222222222223,0.0,50.770041101591076,0.4207124061866714,15.506647798252576,4559.2321230217185,289.4529139201319,190.10494179622006,1267.9276899853905,11.337340638042766
2020-06-20,73.55555555555556,0.0,51.37939300666973,0.42780341996621474,16.401437065678817,4504.67815784529,292.92698407451417,193.3091181932388,1315.3791155066826,11.761633741777887
2020-06-21,71.5,0.0,51.92515197085185,0.4344564391581111,17.339786055641323,4449.908958015714,296.03849470269046,196.3153804466115,1363.599374724307,12.192801472179948
2020-06-22,71.27777777777777,0.0,52.40461476535632,0.44064089522537087,18.322807920737155,4395.004907985425,298.77203401001356,199.10991572396208,1412.53776121098,12.630390431122864
2020-06-23,71.94444444444444,0.0,52.815409705505296,0.44632802785563996,19.35151029250255,4340.047038760771,301.1140804190727,201.6797282651805,1462.140244419054,13.073917497425208
2020-06-24,71.94444444444444,0.0,53.15552371710528,0.45149114712084865,20.426775205246397,4285.116531690981,303.0531568820145,204.01275784302453,1512.3496911384377,13.522871807045084
2020-06-25,71.94444444444444,0.0,53.42332467642286,0.45610589136056817,21.549335809203047,4230.294223123616,304.57995824642484,206.0979962914174,1563.106114718515,13.976716981530352
2020-06-26,72.38888888888889,0.0,53.61757641784448,0.4601504953676186,22.719751593697502,4175.660125608837,305.6874368178138,207.92560868896555,1614.3469447068583,14.43489353902834
2020-06-27,72.27777777777777,0.0,53.73745159116867,0.4636060064919341,23.938383634717187,4121.292951720571,306.37087566230747,209.4870310085934,1666.00732937071,14.89682159932108
