param,fixed,fit_value
β,false,0.4938130541248184
σ,true,0.4000000000000009
γ,true,0.39984801762114625
μ,false,0.0012199836161554864
E0,false,18.20470582081298
I0,false,2.7928733094490988e-8
N_eff,false,12190.401722777682
R0,false,1.2350018816216903
