date,obs_cases,obs_deaths,fit_cases,fit_deaths,S,E,I,R,D
2025-02-28,1.8888888888888888,0.0,0.6319436303654901,2.1473322389435624e-23,411.82544705114196,1.5798590759137283,1.4164846903938948e-11,0.0,0.0
2025-03-01,1.8333333333333333,0.0,0.47467883813555656,6.678083991091929e-13,411.67904188657093,1.1866970953388938,0.4405188709503138,0.09904827420935632,3.754765927735514e-13
2025-03-02,1.7222222222222223,0.0,0.4290879791076443,1.003248505988215e-12,411.3469310913552,1.072719947769113,0.6617914655312005,0.323863622413155,1.2277165900938484e-12
2025-03-03,1.6111111111111112,0.0,0.43115315613028005,1.2069552385796573e-12,410.9141772888195,1.0778828903257023,0.7961663250955032,0.6170796228268771,2.339252814837406e-12
2025-03-04,1.6111111111111112,0.0,0.45462090965613,1.3620116144082438e-12,410.4138159452762,1.1365522741403273,0.898449045266095,0.9564888623836291,3.6259004201784494e-12
2025-03-05,1.5555555555555556,0.0,0.4888085633504313,1.5030920989000402e-12,409.8572886800767,1.2220214083760808,0.991512588378687,1.334483450233351,5.058819075910562e-12
2025-03-06,1.6111111111111112,0.0,0.5294545247085017,1.6449515464185386e-12,409.2469888684734,1.323636311771257,1.0850899733559405,1.7495909734626525,6.632427093828786e-12
2025-03-07,1.7777777777777777,0.0,0.5749484741756986,1.7941617190646777e-12,408.5814249857261,1.4373711854392495,1.1835162538221002,2.2029937020741186,8.351206275517781e-12
2025-03-08,1.7777777777777777,0.0,0.6247780483868068,1.953946067615955e-12,407.85734254361563,1.5619451209670203,1.2889177745475544,2.6971006879294235,1.0224288961667541e-11
2025-03-09,1.6111111111111112,0.0,0.6788882700405943,2.12617071879705e-12,407.0705944727288,1.697220675101489,1.4025255234008338,3.234965455826428,1.2263250589570668e-11
2025-03-10,1.6111111111111112,0.0,0.7374166761782917,2.3121631161097373e-12,406.2164975412651,1.843541690445733,1.5252151466203379,3.8200517487242496,1.448122166972736e-11
2025-03-11,1.5555555555555556,0.0,0.8005829050813359,2.5130468190474187e-12,405.2899789493786,2.001457262703344,1.6577277986451835,4.456142116325796,1.689254125938805e-11
2025-03-12,1.5555555555555556,0.0,0.8686416055854383,2.7298759250147004e-12,404.28563871950826,2.1716040139636004,1.800758813345337,5.147304580233151,1.9512630595345328e-11
2025-03-13,1.6666666666666667,0.0,0.9418610647975124,2.963685850432433e-12,403.19778010382197,2.3546526619937858,1.9549912017061122,5.8978821595256425,2.2357953387030505e-11
2025-03-14,1.6666666666666667,0.0,1.0205120024550447,3.215508486748303e-12,402.02043004314123,2.551280006137617,2.121105649469235,6.712490428296321,2.5446006557514548e-11
2025-03-15,1.7222222222222223,0.0,1.10486013334042,3.4863712063507213e-12,400.7473592272996,2.7621503333510553,2.299779861385337,7.5960167050050105,2.879531717047163e-11
2025-03-16,1.6111111111111112,0.0,1.1951597522572641,3.777287807527772e-12,399.3721063643597,2.9878993806431664,2.491682588068867,8.553617793965707,3.2425433868509365e-11
2025-03-17,1.6666666666666667,0.0,1.2916472202316533,4.089244445520547e-12,397.88800909726206,3.2291180505791397,2.697464345437215,9.590714633755088,3.635690658611831e-11
2025-03-18,1.5,0.0,1.3945338797831597,4.423181621716648e-12,396.2882431601835,3.486334699457906,2.917745533907546,10.712982733480304,4.061125029505158e-11
2025-03-19,1.3888888888888888,0.0,1.5039980904032757,4.779972886180993e-12,394.5658711620788,3.759995226008197,3.1531023895512096,11.926337349386454,4.5210888811150706e-11
2025-03-20,1.3333333333333333,0.0,1.6201764803731957,5.160399764757582e-12,392.71390182080216,4.0504412009329975,3.404050444791691,13.23691266049284,5.017907585242354e-11
2025-03-21,1.3333333333333333,0.0,1.7431541491737932,5.565123747099057e-12,390.72536091401093,4.357885372934492,3.671026050347723,14.65103378972121,5.5539788975495786e-11
2025-03-22,1.5,0.0,1.872954211738948,5.994654336460672e-12,388.5933742131513,4.682385529347379,3.954365299324828,16.175181085185034,6.131759417153747e-11
2025-03-23,1.3888888888888888,0.0,2.0095264552453322,6.449314422111343e-12,386.311263353135,5.02381613811334,4.254281185174982,17.81594545057904,6.753747653072152e-11
2025-03-24,1.2777777777777777,0.0,2.15273562608728,6.929202241031872e-12,383.8726543336757,5.381839065218211,4.570838509784363,19.579974218317354,7.422463505571418e-11
2025-03-25,1.1111111111111112,0.0,2.302349362076742,7.434151211966223e-12,381.2715987240801,5.755873405191867,4.9039273880617875,21.473906609654755,8.140423800103897e-11
2025-03-26,1.1111111111111112,0.0,2.458026253232898,7.963687933531841e-12,378.50270659886297,6.1450656330822575,5.253235541451266,23.504298353584314,8.910113711504903e-11
2025-03-27,1.0555555555555556,0.0,2.6193044852040983,8.516989250370868e-12,375.5612897885486,6.548261213010259,5.618219976679066,25.677535148734645,9.733953958744746e-11
2025-03-28,1.0555555555555556,0.0,2.785591389178868,9.092840278542816e-12,372.44351362310647,6.963978472947184,5.998079297263033,27.99973473364707,1.0614263681294873e-10
2025-03-29,1.2222222222222223,0.0,2.9561548798644663,9.689593699000401e-12,369.14655380981173,7.3903871996611805,6.3917268515111925,30.476638265970248,1.1553219262670999e-10
2025-03-30,1.1666666666666667,0.0,3.1301168890703046,1.0305133953004262e-11,365.66875555546625,7.8252922226757775,6.797767114077452,33.11349123472486,1.2552809186126e-10
