param,fixed,fit_value
β,false,0.5934729982713318
σ,true,0.3999999999999992
γ,true,0.3999000000000002
μ,false,1.5159586640830084e-12
E0,false,1.5798590759137283
I0,false,1.4164846903938948e-11
N_eff,false,413.4053061270698
R0,false,1.4840535090555926
